번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,제작취급품목내용,보험기관명,건물용도명,지상층수,지하층수,객실수,건축연면적,영문상호명,영문상호주소,선박총톤수,선박척수,선박제원,무대면적,좌석수,기념품종류,회의실별동시수용인원,시설면적,놀이기구수내역,놀이시설수,방송시설유무,발전시설유무,의무실유무,안내소유무,기획여행보험시작일자,기획여행보험종료일자,자본금,보험시작일자,보험종료일자,부대시설내역,시설규모
330,관광식당,07_24_01_P,3220000,CDFI3261042009000006,2009-04-23,,1,영업/정상,13,영업중,,,,,512-0830,,135-892,서울특별시 강남구 신사동 580-5번지 지하1층,"서울특별시 강남구 논현로175길 6  (신사동,지하1층)",,드마리,2011-12-15 13:31,I,2018-08-31 23:59,,202384.1769,447119.9383,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,관광식당,07_24_01_P,3220000,CDFI3261042009000010,2009-03-19,,1,영업/정상,13,영업중,,,,,02-3449-5864,,135-724,서울특별시 강남구 압구정동 현대백화점 본점 5층,,,크리스탈제이드상하이딜라이트,2011-12-16 13:37,I,2018-08-31 23:59,,,,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,관광식당,07_24_01_P,3220000,CDFI3261042009000011,2009-07-20,,1,영업/정상,13,영업중,,,,,02-3446-7990,,135-517,서울특별시 강남구 청담동 99-12번지 2층,"서울특별시 강남구 도산대로75길 14  (청담동,2층)",,키라,2011-12-16 13:46,I,2018-08-31 23:59,,204002.5548,446993.5243,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,관광식당,07_24_01_P,3220000,CDFI3261042011000001,2011-03-03,,1,영업/정상,13,영업중,,,,,544-6336,,135-819,서울특별시 강남구 논현동 99-7번지 지상1층,"서울특별시 강남구 선릉로145길 13  (논현동,지상1층)",,대가방본점,2011-12-15 11:27,I,2018-08-31 23:59,,203336.5853,446550.9413,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,관광식당,07_24_01_P,3220000,CDFI3261042011000002,2011-04-11,,1,영업/정상,13,영업중,,,,,545-6154,,135-893,서울특별시 강남구 신사동 601-3번지 동우빌딩 지상1층,"서울특별시 강남구 논현로168길 25  (신사동,동우빌딩 지상1층)",,일일향,2011-12-16 11:08,I,2018-08-31 23:59,,202613.4588,446843.0225,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,관광식당,07_24_01_P,3220000,CDFI3261042010000003,2010-12-06,,1,영업/정상,13,영업중,,,,,2112-3883,,135-984,서울특별시 강남구 역삼동 강남파이낸스센터 지하2층,,,(주)토마틸로지에프씨,2011-07-14 13:54,I,2018-08-31 23:59,,,,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,관광식당,07_24_01_P,3220000,CDFI3261042009000001,2009-11-16,,1,영업/정상,13,영업중,,,,,3442-4451,,,서울특별시 강남구 청담동 2-10번지 남강빌딩 지하 1층,"서울특별시 강남구 도산대로 412 (청담동, 남강빌딩)",6062,(주)일본요리점 청산,2015-08-04 17:56,I,2018-08-31 23:59,,203528.8893,446748.0796,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,관광식당,07_24_01_P,3220000,CDFI3261042010000005,2010-08-12,,1,영업/정상,13,영업중,,,,,545-1330,,135-896,서울특별시 강남구 신사동 645-1번지 히든하우스 1층,"서울특별시 강남구 언주로168길 16  (신사동,히든하우스 1층)",,그라노,2011-12-15 9:49,I,2018-08-31 23:59,,203018.0304,447101.9635,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,관광식당,07_24_01_P,3220000,CDFI3261042007000004,2007-08-02,,1,영업/정상,13,영업중,,,,,541-7663,,135-830,서울특별시 강남구 논현동 240-14번지 1층,"서울특별시 강남구 선릉로129길 24  (논현동,1층)",,공리(논현점),2011-12-15 9:34,I,2018-08-31 23:59,,203422.6835,445985.246,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,관광식당,07_24_01_P,3220000,CDFI3261042007000007,2007-05-09,,1,영업/정상,13,영업중,,,,,573-2267,,135-964,서울특별시 강남구 개포동 1237-10번지 지상1층,"서울특별시 강남구 개포로20길 6  (개포동,지상1층)",,띵호아,2011-12-15 13:47,I,2018-08-31 23:59,,204084.3982,441790.043,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,관광식당,07_24_01_P,3220000,CDFI3261042010000007,2010-04-23,,1,영업/정상,13,영업중,,,,,3453-0936,,135-840,서울특별시 강남구 대치동 899-3번지 2층,"서울특별시 강남구 역삼로63길 23  (대치동,2층)",,나베야,2011-12-15 11:20,I,2018-08-31 23:59,,204507.4505,444500.8345,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,관광식당,07_24_01_P,3220000,CDFI3261042010000009,2010-07-13,,1,영업/정상,13,영업중,,,,,558-0321,,135-839,서울특별시 강남구 대치동 890-30번지 지하1층,"서울특별시 강남구 선릉로90길 42  (대치동,지하1층)",,더차이나,2011-12-15 11:41,I,2018-08-31 23:59,,204582.6334,444735.2318,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,관광식당,07_24_01_P,3220000,CDFI3261042010000012,2010-05-12,,1,영업/정상,13,영업중,,,,,549-2888,,135-818,서울특별시 강남구 논현동 86-5번지,서울특별시 강남구 논현로132길 13  (논현동),,도일처(정찬우),2011-12-15 13:08,I,2018-08-31 23:59,,202724.2143,445894.3059,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,관광식당,07_24_01_P,3220000,CDFI3261042010000016,2010-12-21,,1,영업/정상,13,영업중,,,,,516-0210,,135-895,서울특별시 강남구 신사동 627-11번지 포도빌딩 지하1층,"서울특별시 강남구 언주로 825  (신사동,포도빌딩 지하1층)",,레스토랑 호카이도,2011-12-15 13:56,I,2018-08-31 23:59,,202823.9741,446844.0887,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,관광식당,07_24_01_P,3220000,CDFI3261042010000020,2010-05-14,,1,영업/정상,13,영업중,,,,,02-3457-4807,,135-843,서울특별시 강남구 대치동 922-23번지,서울특별시 강남구 선릉로64길 5  (대치동),,일품향(이미영),2011-12-16 11:08,I,2018-08-31 23:59,,204586.86,443967.2748,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,관광식당,07_24_01_P,3220000,CDFI3261042010000022,2010-04-14,,1,영업/정상,13,영업중,,,,,02-564-7536,,135-281,서울특별시 강남구 대치동 1021-1번지 101호,"서울특별시 강남구 도곡로 446  (대치동,101호)",,차이웍,2011-12-16 11:20,I,2018-08-31 23:59,,205183.1717,443978.2717,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,관광식당,07_24_01_P,3220000,CDFI3261042010000024,2010-08-25,,1,영업/정상,13,영업중,,,,,02-563-0023,,135-914,서울특별시 강남구 역삼동 668-12번지,서울특별시 강남구 봉은사로30길 70  (역삼동),,청학루,2011-12-16 11:32,I,2018-08-31 23:59,,203175.0817,444532.302,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,관광식당,07_24_01_P,3220000,CDFI3261041997000001,1997-12-08,,1,영업/정상,13,영업중,,,,,567-8600,,135-819,서울특별시 강남구 논현동 94번지,서울특별시 강남구 도산대로 334  (논현동),,(주)바른손베니건스 코엑스점,2011-07-12 18:14,I,2018-08-31 23:59,,203336.8215,446708.4039,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,관광식당,07_24_01_P,3220000,CDFI3261042001000001,2001-05-03,,1,영업/정상,13,영업중,,,,,3463-5292,,135-860,서울특별시 강남구 도곡동 대신증권빌딩 지하 1층,,,(주)이목원 배나무골,2011-07-14 13:01,I,2018-08-31 23:59,,,,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,관광식당,07_24_01_P,3220000,CDFI3261042003000001,2003-02-14,,1,영업/정상,13,영업중,,,,,511-6666,,135-822,서울특별시 강남구 논현동 141-3번지,서울특별시 강남구 학동로2길 11  (논현동),,(주)삼양만나취영루,2011-07-14 11:22,I,2018-08-31 23:59,,201943.3181,445373.1683,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,관광식당,07_24_01_P,3220000,CDFI3261042004000001,2004-05-09,,1,영업/정상,13,영업중,,,,,555-05550,,135-933,서울특별시 강남구 역삼동 833번지,서울특별시 강남구 역삼로 118  (역삼동),,대려도,2011-12-15 11:29,I,2018-08-31 23:59,,202763.1976,443461.0859,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,관광식당,07_24_01_P,3220000,CDFI3261042005000001,2005-07-19,,1,영업/정상,13,영업중,,,,,02-3446-5547,,135-517,서울특별시 강남구 청담동 92-8번지,서울특별시 강남구 도산대로 439  (청담동),,(주)뉴후론티어산업 그릴에이치,2011-07-11 21:22,I,2018-08-31 23:59,,203799.644,446878.8401,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,관광식당,07_24_01_P,3220000,CDFI3261042005000003,2005-09-30,,1,영업/정상,13,영업중,,,,,02-516-8837,,135-888,서울특별시 강남구 신사동 525-10번지,서울특별시 강남구 논현로175길 107  (신사동),,채운,2011-12-16 11:30,I,2018-08-31 23:59,,201771.1143,446690.1158,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,관광식당,07_24_01_P,3220000,CDFI3261042006000001,2006-10-30,,1,영업/정상,13,영업중,,,,,565-3849,,135-501,"서울특별시 강남구 대치동 991-2번지 태호빌딩 1층, 지하1층","서울특별시 강남구 도곡로 528  (대치동,태호빌딩 1층, 지하1층)",,(주)다연외식 현경,2011-07-12 17:20,I,2018-08-31 23:59,,205601.4645,444158.9637,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,관광식당,07_24_01_P,3220000,CDFI3261042006000002,2006-10-26,,1,영업/정상,13,영업중,,,,,3452-7500,,135-880,서울특별시 강남구 삼성동 158-10번지 마젤란21아스테리움 B101-B104호,"서울특별시 강남구 테헤란로87길 17  (삼성동,마젤란21아스테리움 B101-B104호)",,(주)바른손 베니건스 테헤란로점,2011-07-14 11:05,I,2018-08-31 23:59,,205091.7258,445178.0721,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,관광식당,07_24_01_P,3220000,CDFI3261042006000004,2006-03-20,,1,영업/정상,13,영업중,,,,,549-6858,,135-818,서울특별시 강남구 논현동 83-20번지,서울특별시 강남구 학동로37길 23  (논현동),,가향,2011-07-14 15:32,I,2018-08-31 23:59,,202962.7719,446064.8522,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,관광식당,07_24_01_P,3220000,CDFI3261042006000005,2006-09-19,,1,영업/정상,13,영업중,,,,,3468-4670,,135-570,서울특별시 강남구 대치동 금강타워 지하1층,,,강가 선릉점,2011-07-14 15:42,I,2018-08-31 23:59,,,,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,관광식당,07_24_01_P,3220000,CDFI3261042006000006,2006-07-25,,1,영업/정상,13,영업중,,,,,562-5565,,135-719,서울특별시 강남구 역삼동 아세아타워빌딩 지하1층,,,루안(아세아타워점),2011-12-15 14:21,I,2018-08-31 23:59,,,,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,관광식당,07_24_01_P,3200000,CDFI3261042009000003,2009-11-16,,1,영업/정상,13,영업중,,,,,830-2284,,151-902,서울특별시 관악구 신림동 1643-4번지,서울특별시 관악구 시흥대로 576  (신림동),,칠룡성,2011-06-23 16:20,I,2018-08-31 23:59,,191358.4776,442434.654,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,관광식당,07_24_01_P,3200000,CDFI3261042004000002,2004-06-08,,1,영업/정상,13,영업중,,,,,884-4761,,151-835,서울특별시 관악구 봉천동 1601-1번지,서울특별시 관악구 남부순환로 1840 (봉천동),,아웃백스테이크하우스 서울대점,2015-09-25 16:35,I,2018-08-31 23:59,,195888.1921,442019.9997,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,관광식당,07_24_01_P,3200000,CDFI3261042007000001,2007-02-05,,1,영업/정상,13,영업중,,,,,875-2224,,151-057,서울특별시 관악구 봉천동 1598-21번지,서울특별시 관악구 관악로 146  (봉천동),,만리장성,2011-06-23 15:41,I,2018-08-31 23:59,,195734.7399,441790.6418,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,관광식당,07_24_01_P,3200000,CDFI3261042008000003,2008-08-01,,1,영업/정상,13,영업중,,,,,877-1272,,151-891,서울특별시 관악구 신림동 1430-11번지,서울특별시 관악구 신림동길 4  (신림동),,아리차이,2011-06-23 16:01,I,2018-08-31 23:59,,193586.3468,442834.5469,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,관광식당,07_24_01_P,3200000,CDFI3261042016000001,2016-05-02,,1,영업/정상,13,영업중,,,,,070-4521-9421,,,서울특별시 관악구 봉천동 1604-1번지 1층,"서울특별시 관악구 관악로14길 22, 1층 (봉천동)",8788,라꼬미다데수다메리카,2016-05-23 15:57,I,2018-08-31 23:59,,195840.8235,441869.8436,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,관광식당,07_24_01_P,3200000,CDFI3261042016000002,2016-06-20,,1,영업/정상,13,영업중,,,,,,,,서울특별시 관악구 봉천동 1625-29번지 2층,"서울특별시 관악구 낙성대로 16, 2층 (봉천동, 낙성대빌딩)",8790,China 唐(차이나당),2016-06-25 12:25,I,2018-08-31 23:59,,196285.2952,441657.9605,관광식당업,,일반주거지역,4,주택가주변,,,근린생활시설,2,,,,,,,,,,,,,164.5,,,,,,,,,,,,,165
364,관광식당,07_24_01_P,3100000,CDFI3261042008000001,2008-06-26,,1,영업/정상,13,영업중,,,,,02-2653-8315,,139-837,서울특별시 노원구 상계동 1117-16번지,서울특별시 노원구 동일로242가길 22  (상계동),,천객가 수락산역점,2008-07-16 9:39,I,2018-08-31 23:59,,204875.0468,463829.1098,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,관광식당,07_24_01_P,3100000,CDFI3261042008000002,2008-08-25,,1,영업/정상,13,영업중,,,,,936-3969,,139-818,서울특별시 노원구 상계동 389-683번지,서울특별시 노원구 상계로27길 7  (상계동),,천지천(Chun Ji Chun),2008-08-27 14:58,I,2018-08-31 23:59,,206161.1846,461838.485,관광식당업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,관광식당,07_24_01_P,3220000,CDFI3261042010000010,2010-06-30,,1,영업/정상,13,영업중,,,,,2127-9835,,135-896,서울특별시 강남구 신사동 646-2번지 지상1층,"서울특별시 강남구 언주로164길 29  (신사동,지상1층)",,더키친살바토레쿠오모압구정점,2011-12-15 11:48,I,2018-08-31 23:59,,203114.5821,447047.1112,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,관광식당,07_24_01_P,3020000,CDFI3261042008000011,2008-06-11,,1,영업/정상,13,영업중,,,,,3785-1555,,140-858,서울특별시 용산구 이태원동 116-14번지 지상2층,"서울특별시 용산구 이태원로27가길 52  (이태원동,지상2층)",,젤렌,2009-08-07 10:56,I,2018-08-31 23:59,,199250.4279,448098.7581,관광식당업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,관광식당,07_24_01_P,5670000,CDFI3261042021000004,2021-10-01,,1,영업/정상,13,영업중,,,,,055-285-8488,,,경상남도 창원시 성산구 신월동 39-4,경상남도 창원시 성산구 상남로 224-1 (신월동),51440,남해일식,2021-10-05 10:18,I,2021-10-07 0:22,,353761.715,193771.7575,관광식당업,,,0,,,,,0,0,0,0,Namhaeilsik,TOURIST RESTAURANG(Japanese Restaurant),0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
369,관광식당,07_24_01_P,5350000,CDFI3261042023000003,2023-03-15,,1,영업/정상,13,영업중,,,,,055-335-6439,,,경상남도 김해시 대동면 초정리 952-25,경상남도 김해시 대동면 동남로45번길 8,50808,대동할매국수,2023-03-16 9:28,I,2023-03-18 0:41,,381428.1988,194887.1064,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
370,관광식당,07_24_01_P,5350000,CDFI3261042023000002,2023-02-23,,1,영업/정상,13,영업중,,,,,055-334-8852,,,경상남도 김해시 구산동 933,경상남도 김해시 김해대로1902번길 12-134 (구산동),50883,연지가든,2023-02-24 15:49,I,2023-02-26 0:41,,369694.5681,196265.2369,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
371,관광식당,07_24_01_P,5670000,CDFI3261042023000008,2023-04-07,,1,영업/정상,13,영업중,,,,,055-297-5253,,,경상남도 창원시 마산회원구 양덕동 84-14 메트로시티 2단지,"경상남도 창원시 마산회원구 삼호로 80, 210동 201호 (양덕동, 메트로시티 2단지)",51319,모티키친,2024-01-24 11:21,I,2024-01-26 0:16,,344258.6291,192909.7195,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
372,관광식당,07_24_01_P,5670000,CDFI3261042022000004,2022-08-05,,1,영업/정상,13,영업중,,,,,055-298-5502,,,경상남도 창원시 의창구 중동 437,경상남도 창원시 의창구 읍성로34번길 17-8 (중동),51195,박말순(디벨로펀),2024-01-24 9:47,I,2024-01-26 0:16,,347584.488,197194.6065,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
373,관광식당,07_24_01_P,5670000,CDFI3261042022000005,2022-09-08,,1,영업/정상,13,영업중,,,,,055-288-8997,,,경상남도 창원시 의창구 서상동 676-7,경상남도 창원시 의창구 평산로171번길 2 (서상동),51371,창원삼거리식당중동본점,2024-01-24 10:01,I,2024-01-26 0:16,,347705.5552,196557.4331,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
374,관광식당,07_24_01_P,5670000,CDFI3261042022000006,2022-11-10,,1,영업/정상,13,영업중,,,,,055-255-7111,,,경상남도 창원시 의창구 중동 427,경상남도 창원시 의창구 읍성로34번길 23 (중동),51195,목민정,2024-01-24 9:50,I,2024-01-26 0:16,,347574.7977,197165.6617,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
375,관광식당,07_24_01_P,5670000,CDFI3261042022000007,2022-10-11,,1,영업/정상,13,영업중,,,,,552413008,,,경상남도 창원시 마산합포구 구산면 유산리 115-3,경상남도 창원시 마산합포구 구산면 유산군령로 266,51779,한우미담,2024-01-24 10:07,I,2024-01-26 0:16,,342405.5612,182491.5295,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
376,관광식당,07_24_01_P,5670000,CDFI3261042022000008,2022-11-15,,1,영업/정상,13,영업중,,,,,055-241-6062,,,경상남도 창원시 마산합포구 자산동 297-6,경상남도 창원시 마산합포구 자산삼거리로 24 (자산동),51256,대가,2024-01-24 10:09,I,2024-01-26 0:16,,342468.6895,190484.8627,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
377,관광식당,07_24_01_P,5670000,CDFI3261042022000009,2022-11-15,,1,영업/정상,13,영업중,,,,,055-542-7010,,,경상남도 창원시 진해구 장천동 403-1,경상남도 창원시 진해구 충장로657번길 40 (장천동),51628,이코이,2024-01-24 13:06,I,2024-01-26 0:16,,355628.7387,182623.8791,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
378,관광식당,07_24_01_P,5670000,CDFI3261042022000010,2022-11-15,,1,영업/정상,13,영업중,,,,,055-552-5378,,,"경상남도 창원시 진해구 용원동 1213-2 101호,104호",경상남도 창원시 진해구 용원서로39번길 21 (용원동),51605,보배반점용원점,2024-01-24 15:48,I,2024-01-26 0:16,,365052.18,179535.9319,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
379,관광식당,07_24_01_P,5670000,CDFI3261042022000011,2022-11-17,,1,영업/정상,13,영업중,,,,,055-545-0409,,,경상남도 창원시 진해구 이동 331-6 동방횟집,"경상남도 창원시 진해구 해원로 20, 동방횟집 (이동)",51664,동방횟집,2024-01-24 15:51,I,2024-01-26 0:16,,354494.9014,185188.6253,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
380,관광식당,07_24_01_P,5670000,CDFI3261042023000001,2023-02-14,,1,영업/정상,13,영업중,,,,,055-298-8989,,,경상남도 창원시 의창구 북면 지개리 644-3,경상남도 창원시 의창구 북면 천주로 240-10,51113,산수정,2024-01-24 9:52,I,2024-01-26 0:16,,346794.2266,199224.3381,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
381,관광식당,07_24_01_P,5670000,CDFI3261042023000002,2023-05-10,,1,영업/정상,13,영업중,,,,,055-284-6274,,,경상남도 창원시 의창구 사림동 165-1,"경상남도 창원시 의창구 용동로83번안길 36, 4층 (사림동)",51139,다이닝원창원점,2024-01-24 9:53,I,2024-01-26 0:16,,354662.1784,194678.3701,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
382,관광식당,07_24_01_P,5670000,CDFI3261042023000003,2023-08-01,,1,영업/정상,13,영업중,,,,,055-256-6888,,,경상남도 창원시 의창구 북면 화천리 433-3,경상남도 창원시 의창구 북면 천주로 585,51111,주문진메밀칼국수,2024-01-24 9:54,I,2024-01-26 0:16,,345524.0074,202206.7124,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
383,관광식당,07_24_01_P,5670000,CDFI3261042023000004,2023-08-02,,1,영업/정상,13,영업중,,,,,055-277-0800,,,경상남도 창원시 의창구 소계동 130-121,경상남도 창원시 의창구 의창대로 51-7 (소계동),51187,곰달청기와,2024-01-24 9:56,I,2024-01-26 0:16,,346084.7016,196403.61,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
384,관광식당,07_24_01_P,5670000,CDFI3261042023000005,2023-09-11,,1,영업/정상,13,영업중,,,,,055-252-3527,,,경상남도 창원시 의창구 동읍 단계리 290-2,경상남도 창원시 의창구 동읍 자여로118번길 5-5,51135,식탁위의텃밭,2024-01-24 9:57,I,2024-01-26 0:16,,355012.7931,198392.9071,관광식당업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
